batter_id,season,pa,MAX (batter_name),COUNT (*)
110029,2012,Bunt Grounder,Bobby Abreu,1
110029,2012,Fly Ball,Bobby Abreu,40
110029,2012,Grounder,Bobby Abreu,81
110029,2012,Grounder (error),Bobby Abreu,1
110029,2012,Intent Walk,Bobby Abreu,3
110029,2012,Liner,Bobby Abreu,36
110029,2012,Popup,Bobby Abreu,5
110029,2012,Strikeout Foul Tip,Bobby Abreu,4
110029,2012,Strikeout Looking,Bobby Abreu,20
110029,2012,Strikeout Swinging,Bobby Abreu,32
110029,2012,Walk,Bobby Abreu,34
110029,2014,Fly Ball,Bobby Abreu,21
110029,2014,Grounder,Bobby Abreu,45
110029,2014,Grounder (error),Bobby Abreu,1
110029,2014,Grounder (fc),Bobby Abreu,1
110029,2014,Liner,Bobby Abreu,28
110029,2014,Popup,Bobby Abreu,3
110029,2014,Strikeout Looking,Bobby Abreu,4
110029,2014,Strikeout Swinging,Bobby Abreu,13
110029,2014,Walk,Bobby Abreu,18
110683,2012,Bunt Strikeout (foul),Miguel Batista,1
110683,2012,Bunt Unknown (sacrifice),Miguel Batista,1
110683,2012,Grounder,Miguel Batista,2
110683,2012,Strikeout Foul Tip,Miguel Batista,1
110683,2012,Strikeout Swinging,Miguel Batista,2
111072,2012,Fly Ball,Henry Blanco,16
111072,2012,Grounder,Henry Blanco,13
111072,2012,Grounder (error),Henry Blanco,2
111072,2012,Liner,Henry Blanco,8
111072,2012,Popup,Henry Blanco,8
111072,2012,Runner Out,Henry Blanco,1
111072,2012,Strikeout Looking,Henry Blanco,2
111072,2012,Strikeout Swinging,Henry Blanco,17
111072,2012,Walk,Henry Blanco,3
111072,2013,Air Ball (home run),Henry Blanco,2
111072,2013,Bunt Unknown (sacrifice),Henry Blanco,1
111072,2013,Fly Ball,Henry Blanco,23
111072,2013,Grounder,Henry Blanco,33
111072,2013,Hit By Pitch,Henry Blanco,1
111072,2013,Liner,Henry Blanco,22
111072,2013,Popup,Henry Blanco,18
111072,2013,Strikeout Foul Tip,Henry Blanco,2
111072,2013,Strikeout Looking,Henry Blanco,7
111072,2013,Strikeout Swinging,Henry Blanco,27
111072,2013,Walk,Henry Blanco,14
111867,2012,Bunt Grounder,Miguel Cairo,1
111867,2012,Bunt Strikeout (foul),Miguel Cairo,1
111867,2012,Fly Ball,Miguel Cairo,46
111867,2012,Grounder,Miguel Cairo,49
111867,2012,Grounder (error),Miguel Cairo,4
111867,2012,Grounder (fc),Miguel Cairo,2
111867,2012,Hit By Pitch,Miguel Cairo,1
111867,2012,Liner,Miguel Cairo,16
111867,2012,Popup,Miguel Cairo,13
111867,2012,Strikeout Foul Tip,Miguel Cairo,3
111867,2012,Strikeout Looking,Miguel Cairo,6
111867,2012,Strikeout Swinging,Miguel Cairo,10
111867,2012,Walk,Miguel Cairo,4
112020,2012,Fly Ball,Chris Carpenter,1
112020,2012,Grounder,Chris Carpenter,3
112020,2012,Strikeout Swinging,Chris Carpenter,2
112526,2012,Bunt Grounder,Bartolo Colon,1
112526,2012,Strikeout Looking,Bartolo Colon,3
112526,2013,Fly Ball,Bartolo Colon,1
112526,2013,Grounder,Bartolo Colon,2
112526,2013,Strikeout Looking,Bartolo Colon,2
112526,2013,Strikeout Swinging,Bartolo Colon,1
112526,2014,Bunt Strikeout (foul),Bartolo Colon,3
112526,2014,Bunt Unknown (sacrifice),Bartolo Colon,4
112526,2014,Fly Ball,Bartolo Colon,3
112526,2014,Grounder,Bartolo Colon,12
112526,2014,Grounder (error),Bartolo Colon,1
112526,2014,Liner,Bartolo Colon,2
112526,2014,Strikeout Foul Tip,Bartolo Colon,1
112526,2014,Strikeout Looking,Bartolo Colon,2
112526,2014,Strikeout Swinging,Bartolo Colon,16
113028,2012,Fly Ball,Johnny Damon,47
113028,2012,Grounder,Johnny Damon,80
113028,2012,Grounder (error),Johnny Damon,2
113028,2012,Liner,Johnny Damon,29
113028,2012,Popup,Johnny Damon,22
113028,2012,Runner Out,Johnny Damon,1
113028,2012,Strikeout Foul Tip,Johnny Damon,2
113028,2012,Strikeout Looking,Johnny Damon,9
113028,2012,Strikeout Swinging,Johnny Damon,16
113028,2012,Walk,Johnny Damon,17
114739,2012,Fly Ball,Jason Giambi,21
114739,2012,Grounder,Jason Giambi,33
114739,2012,Hit By Pitch,Jason Giambi,2
114739,2012,Intent Walk,Jason Giambi,2
114739,2012,Liner,Jason Giambi,11
114739,2012,Popup,Jason Giambi,4
114739,2012,Strikeout Foul Tip,Jason Giambi,1
114739,2012,Strikeout Looking,Jason Giambi,4
114739,2012,Strikeout Swinging,Jason Giambi,19
114739,2012,Walk,Jason Giambi,18
114739,2013,Fly Ball,Jason Giambi,45
114739,2013,Grounder,Jason Giambi,45
114739,2013,Hit By Pitch,Jason Giambi,4
114739,2013,Liner,Jason Giambi,27
114739,2013,Popup,Jason Giambi,16
114739,2013,Strikeout Foul Tip,Jason Giambi,1
114739,2013,Strikeout Looking,Jason Giambi,15
114739,2013,Strikeout Swinging,Jason Giambi,40
114739,2013,Walk,Jason Giambi,23
114739,2014,Fly Ball,Jason Giambi,11
114739,2014,Grounder,Jason Giambi,13
114739,2014,Hit By Pitch,Jason Giambi,1
114739,2014,Intent Walk,Jason Giambi,2
114739,2014,Liner,Jason Giambi,8
114739,2014,Popup,Jason Giambi,7
114739,2014,Strikeout Swinging,Jason Giambi,8
114739,2014,Walk,Jason Giambi,2
115732,2012,Air Ball (error),Todd Helton,1
115732,2012,Air Ball (home run),Todd Helton,2
115732,2012,Fly Ball,Todd Helton,58
115732,2012,Grounder,Todd Helton,81
115732,2012,Grounder (error),Todd Helton,2
115732,2012,Hit By Pitch,Todd Helton,1
115732,2012,Intent Walk,Todd Helton,1
115732,2012,Liner,Todd Helton,46
115732,2012,Popup,Todd Helton,11
115732,2012,Runner Out,Todd Helton,2
115732,2012,Strikeout Foul Tip,Todd Helton,2
115732,2012,Strikeout Looking,Todd Helton,15
115732,2012,Strikeout Swinging,Todd Helton,27
115732,2012,Walk,Todd Helton,38
115732,2013,Fly Ball,Todd Helton,89
115732,2013,Grounder,Todd Helton,113
115732,2013,Grounder (error),Todd Helton,2
115732,2013,Intent Walk,Todd Helton,1
115732,2013,Liner,Todd Helton,90
115732,2013,Popup,Todd Helton,21
115732,2013,Runner Out,Todd Helton,2
115732,2013,Strikeout Foul Tip,Todd Helton,7
115732,2013,Strikeout Looking,Todd Helton,15
115732,2013,Strikeout Swinging,Todd Helton,65
115732,2013,Walk,Todd Helton,39
115817,2012,Grounder,Livan Hernandez,2
115817,2012,Popup,Livan Hernandez,1
115817,2012,Strikeout Swinging,Livan Hernandez,1
115817,2012,Walk,Livan Hernandez,1
116338,2012,Bunt Grounder,Torii Hunter,9
116338,2012,Bunt Popup,Torii Hunter,1
116338,2012,Bunt Unknown (sacrifice),Torii Hunter,1
116338,2012,Fly Ball,Torii Hunter,103
116338,2012,Grounder,Torii Hunter,203
116338,2012,Grounder (fc),Torii Hunter,2
116338,2012,Hit By Pitch,Torii Hunter,8
116338,2012,Intent Walk,Torii Hunter,1
116338,2012,Liner,Torii Hunter,73
116338,2012,Popup,Torii Hunter,13
116338,2012,Runner Out,Torii Hunter,1
116338,2012,Strikeout Foul Tip,Torii Hunter,4
116338,2012,Strikeout Looking,Torii Hunter,26
116338,2012,Strikeout Swinging,Torii Hunter,104
116338,2012,Walk,Torii Hunter,37
116338,2013,Bunt Grounder,Torii Hunter,6
116338,2013,Bunt Popup,Torii Hunter,1
116338,2013,Bunt Unknown (sacrifice),Torii Hunter,3
116338,2013,Fly Ball,Torii Hunter,117
116338,2013,Grounder,Torii Hunter,264
116338,2013,Grounder (error),Torii Hunter,7
116338,2013,Grounder (fc),Torii Hunter,2
116338,2013,Hit By Pitch,Torii Hunter,8
116338,2013,Liner,Torii Hunter,107
116338,2013,Popup,Torii Hunter,34
116338,2013,Strikeout Foul Tip,Torii Hunter,7
116338,2013,Strikeout Looking,Torii Hunter,12
116338,2013,Strikeout Swinging,Torii Hunter,105
116338,2013,Walk,Torii Hunter,28
116338,2014,Bunt Grounder,Torii Hunter,2
116338,2014,Fly Ball,Torii Hunter,71
116338,2014,Grounder,Torii Hunter,126
116338,2014,Grounder (fc),Torii Hunter,2
116338,2014,Hit By Pitch,Torii Hunter,2
116338,2014,Liner,Torii Hunter,61
116338,2014,Popup,Torii Hunter,14
116338,2014,Strikeout Foul Tip,Torii Hunter,4
116338,2014,Strikeout Looking,Torii Hunter,6
116338,2014,Strikeout Swinging,Torii Hunter,38
116338,2014,Walk,Torii Hunter,11
116380,2012,Air Ball (error),Raul Ibanez,1
116380,2012,Air Ball (home run),Raul Ibanez,1
116380,2012,Fly Ball,Raul Ibanez,95
116380,2012,Grounder,Raul Ibanez,127
116380,2012,Grounder (error),Raul Ibanez,4
116380,2012,Grounder (fc),Raul Ibanez,1
116380,2012,Hit By Pitch,Raul Ibanez,4
116380,2012,Intent Walk,Raul Ibanez,5
116380,2012,Liner,Raul Ibanez,62
116380,2012,Popup,Raul Ibanez,29
116380,2012,Strikeout Foul Tip,Raul Ibanez,5
116380,2012,Strikeout Looking,Raul Ibanez,8
116380,2012,Strikeout Swinging,Raul Ibanez,55
116380,2012,Walk,Raul Ibanez,30
116380,2013,Air Ball (home run),Raul Ibanez,1
116380,2013,Fly Ball,Raul Ibanez,83
116380,2013,Grounder,Raul Ibanez,116
116380,2013,Grounder (error),Raul Ibanez,1
116380,2013,Intent Walk,Raul Ibanez,1
116380,2013,Liner,Raul Ibanez,84
116380,2013,Popup,Raul Ibanez,40
116380,2013,Strikeout Foul Tip,Raul Ibanez,5
116380,2013,Strikeout Looking,Raul Ibanez,16
116380,2013,Strikeout Swinging,Raul Ibanez,107
116380,2013,Unknown (error),Raul Ibanez,1
116380,2013,Walk,Raul Ibanez,41
116380,2014,Bunt Grounder,Raul Ibanez,2
116380,2014,Fly Ball,Raul Ibanez,26
116380,2014,Grounder,Raul Ibanez,74
116380,2014,Grounder (error),Raul Ibanez,4
116380,2014,Liner,Raul Ibanez,30
116380,2014,Popup,Raul Ibanez,21
116380,2014,Runner Out,Raul Ibanez,1
116380,2014,Strikeout Foul Tip,Raul Ibanez,4
116380,2014,Strikeout Looking,Raul Ibanez,4
116380,2014,Strikeout Swinging,Raul Ibanez,42
116380,2014,Walk,Raul Ibanez,24
116539,2012,Bunt Grounder,Derek Jeter,8
116539,2012,Bunt Unknown (sacrifice),Derek Jeter,6
116539,2012,Fly Ball,Derek Jeter,99
116539,2012,Grounder,Derek Jeter,367
116539,2012,Grounder (error),Derek Jeter,7
116539,2012,Grounder (fc),Derek Jeter,2
116539,2012,Hit By Pitch,Derek Jeter,5
116539,2012,Intent Walk,Derek Jeter,1
116539,2012,Liner,Derek Jeter,107
116539,2012,Popup,Derek Jeter,7
116539,2012,Runner Out,Derek Jeter,1
116539,2012,Strikeout Foul Tip,Derek Jeter,11
116539,2012,Strikeout Looking,Derek Jeter,24
116539,2012,Strikeout Swinging,Derek Jeter,55
116539,2012,Unknown (error),Derek Jeter,1
116539,2012,Walk,Derek Jeter,44
116539,2013,Fly Ball,Derek Jeter,6
116539,2013,Grounder,Derek Jeter,39
116539,2013,Grounder (error),Derek Jeter,1
116539,2013,Hit By Pitch,Derek Jeter,1
116539,2013,Intent Walk,Derek Jeter,1
116539,2013,Liner,Derek Jeter,8
116539,2013,Strikeout Foul Tip,Derek Jeter,2
116539,2013,Strikeout Looking,Derek Jeter,3
116539,2013,Strikeout Swinging,Derek Jeter,5
116539,2013,Walk,Derek Jeter,7
116539,2014,Air Ball (error),Derek Jeter,1
116539,2014,Bunt Grounder,Derek Jeter,2
116539,2014,Bunt Liner,Derek Jeter,1
116539,2014,Bunt Popup,Derek Jeter,2
116539,2014,Bunt Unknown (sacrifice),Derek Jeter,5
116539,2014,Fly Ball,Derek Jeter,50
116539,2014,Grounder,Derek Jeter,176
116539,2014,Grounder (error),Derek Jeter,5
116539,2014,Grounder (fc),Derek Jeter,2
116539,2014,Hit By Pitch,Derek Jeter,3
116539,2014,Liner,Derek Jeter,58
116539,2014,Popup,Derek Jeter,7
116539,2014,Runner Out,Derek Jeter,1
116539,2014,Strikeout Foul Tip,Derek Jeter,3
116539,2014,Strikeout Looking,Derek Jeter,16
116539,2014,Strikeout Swinging,Derek Jeter,38
116539,2014,Walk,Derek Jeter,27
116662,2012,Fly Ball,Andruw Jones,55
116662,2012,Grounder,Andruw Jones,58
116662,2012,Grounder (error),Andruw Jones,3
116662,2012,Hit By Pitch,Andruw Jones,5
116662,2012,Intent Walk,Andruw Jones,1
116662,2012,Liner,Andruw Jones,21
116662,2012,Popup,Andruw Jones,28
116662,2012,Runner Out,Andruw Jones,1
116662,2012,Strikeout Foul Tip,Andruw Jones,2
116662,2012,Strikeout Looking,Andruw Jones,17
116662,2012,Strikeout Swinging,Andruw Jones,52
116662,2012,Walk,Andruw Jones,27
116706,2012,Fly Ball,Chipper Jones,98
116706,2012,Grounder,Chipper Jones,151
116706,2012,Grounder (error),Chipper Jones,6
116706,2012,Hit By Pitch,Chipper Jones,1
116706,2012,Intent Walk,Chipper Jones,6
116706,2012,Liner,Chipper Jones,71
116706,2012,Popup,Chipper Jones,14
116706,2012,Runner Out,Chipper Jones,2
116706,2012,Strikeout Foul Tip,Chipper Jones,3
116706,2012,Strikeout Looking,Chipper Jones,10
116706,2012,Strikeout Swinging,Chipper Jones,38
116706,2012,Walk,Chipper Jones,51
117244,2012,Air Ball (error),Paul Konerko,1
117244,2012,Fly Ball,Paul Konerko,134
117244,2012,Grounder,Paul Konerko,181
117244,2012,Grounder (error),Paul Konerko,2
117244,2012,Grounder (fc),Paul Konerko,2
117244,2012,Hit By Pitch,Paul Konerko,8
117244,2012,Intent Walk,Paul Konerko,4
117244,2012,Liner,Paul Konerko,98
117244,2012,Popup,Paul Konerko,36
117244,2012,Runner Out,Paul Konerko,1
117244,2012,Strikeout Foul Tip,Paul Konerko,6
117244,2012,Strikeout Looking,Paul Konerko,21
117244,2012,Strikeout Swinging,Paul Konerko,56
117244,2012,Walk,Paul Konerko,52
117244,2013,Fly Ball,Paul Konerko,122
117244,2013,Grounder,Paul Konerko,148
117244,2013,Grounder (error),Paul Konerko,2
117244,2013,Hit By Pitch,Paul Konerko,4
117244,2013,Intent Walk,Paul Konerko,2
117244,2013,Liner,Paul Konerko,103
117244,2013,Popup,Paul Konerko,23
117244,2013,Runner Out,Paul Konerko,2
117244,2013,Strikeout Foul Tip,Paul Konerko,6
117244,2013,Strikeout Looking,Paul Konerko,18
117244,2013,Strikeout Swinging,Paul Konerko,50
117244,2013,Walk,Paul Konerko,43
117244,2014,Fly Ball,Paul Konerko,28
117244,2014,Grounder,Paul Konerko,43
117244,2014,Hit By Pitch,Paul Konerko,2
117244,2014,Liner,Paul Konerko,27
117244,2014,Popup,Paul Konerko,12
117244,2014,Strikeout Looking,Paul Konerko,8
117244,2014,Strikeout Swinging,Paul Konerko,18
117244,2014,Walk,Paul Konerko,6
117276,2012,Bunt Grounder,Mark Kotsay,1
117276,2012,Fly Ball,Mark Kotsay,38
117276,2012,Grounder,Mark Kotsay,53
117276,2012,Grounder (error),Mark Kotsay,1
117276,2012,Hit By Pitch,Mark Kotsay,1
117276,2012,Intent Walk,Mark Kotsay,1
117276,2012,Liner,Mark Kotsay,25
117276,2012,Popup,Mark Kotsay,12
117276,2012,Runner Out,Mark Kotsay,1
117276,2012,Strikeout Foul Tip,Mark Kotsay,1
117276,2012,Strikeout Looking,Mark Kotsay,5
117276,2012,Strikeout Swinging,Mark Kotsay,8
117276,2012,Walk,Mark Kotsay,10
117276,2013,Bunt Unknown (sacrifice),Mark Kotsay,1
117276,2013,Fly Ball,Mark Kotsay,29
117276,2013,Grounder,Mark Kotsay,59
117276,2013,Grounder (error),Mark Kotsay,1
117276,2013,Liner,Mark Kotsay,32
117276,2013,Popup,Mark Kotsay,11
117276,2013,Strikeout Foul Tip,Mark Kotsay,2
117276,2013,Strikeout Looking,Mark Kotsay,3
117276,2013,Strikeout Swinging,Mark Kotsay,20
117276,2013,Walk,Mark Kotsay,13
117955,2012,Bunt Grounder,Derek Lowe,1
117955,2012,Grounder,Derek Lowe,1
117955,2012,Liner,Derek Lowe,1
117955,2012,Popup,Derek Lowe,1
119154,2012,Popup,Kevin Millwood,1
119154,2012,Strikeout Looking,Kevin Millwood,3
119154,2012,Strikeout Swinging,Kevin Millwood,1
119469,2012,Bunt Unknown (sacrifice),Jamie Moyer,3
119469,2012,Grounder,Jamie Moyer,2
119469,2012,Liner,Jamie Moyer,1
119469,2012,Strikeout Looking,Jamie Moyer,4
119469,2012,Strikeout Swinging,Jamie Moyer,6
119469,2012,Walk,Jamie Moyer,1
120074,2012,Air Ball (home run),David Ortiz,1
120074,2012,Bunt Grounder,David Ortiz,1
120074,2012,Fly Ball,David Ortiz,93
120074,2012,Grounder,David Ortiz,99
120074,2012,Grounder (error),David Ortiz,1
120074,2012,Intent Walk,David Ortiz,13
120074,2012,Liner,David Ortiz,61
120074,2012,Popup,David Ortiz,22
120074,2012,Runner Out,David Ortiz,1
120074,2012,Strikeout Foul Tip,David Ortiz,4
120074,2012,Strikeout Looking,David Ortiz,12
120074,2012,Strikeout Swinging,David Ortiz,35
120074,2012,Walk,David Ortiz,43
120074,2013,Air Ball (error),David Ortiz,2
120074,2013,Air Ball (home run),David Ortiz,1
120074,2013,Bunt Grounder,David Ortiz,1
120074,2013,Fly Ball,David Ortiz,141
120074,2013,Grounder,David Ortiz,194
120074,2013,Grounder (error),David Ortiz,3
120074,2013,Hit By Pitch,David Ortiz,1
120074,2013,Intent Walk,David Ortiz,31
120074,2013,Liner,David Ortiz,113
120074,2013,Popup,David Ortiz,25
120074,2013,Strikeout Foul Tip,David Ortiz,11
120074,2013,Strikeout Looking,David Ortiz,14
120074,2013,Strikeout Swinging,David Ortiz,70
120074,2013,Unknown (error),David Ortiz,2
120074,2013,Walk,David Ortiz,61
120074,2014,Fly Ball,David Ortiz,96
120074,2014,Grounder,David Ortiz,114
120074,2014,Grounder (error),David Ortiz,2
120074,2014,Hit By Pitch,David Ortiz,2
120074,2014,Intent Walk,David Ortiz,16
120074,2014,Liner,David Ortiz,73
120074,2014,Popup,David Ortiz,19
120074,2014,Strikeout Foul Tip,David Ortiz,4
120074,2014,Strikeout Looking,David Ortiz,8
120074,2014,Strikeout Swinging,David Ortiz,50
120074,2014,Unknown (error),David Ortiz,1
120074,2014,Walk,David Ortiz,37
120485,2012,Bunt Unknown (sacrifice),Andy Pettitte,1
120485,2012,Fly Ball,Andy Pettitte,1
120485,2012,Liner,Andy Pettitte,1
120485,2012,Strikeout Swinging,Andy Pettitte,2
120485,2013,Grounder,Andy Pettitte,1
120485,2013,Strikeout Swinging,Andy Pettitte,1
121347,2012,Air Ball (home run),Alex Rodriguez,1
121347,2012,Bunt Grounder,Alex Rodriguez,1
121347,2012,Fly Ball,Alex Rodriguez,100
121347,2012,Grounder,Alex Rodriguez,155
121347,2012,Grounder (error),Alex Rodriguez,4
121347,2012,Grounder (fc),Alex Rodriguez,1
121347,2012,Hit By Pitch,Alex Rodriguez,10
121347,2012,Intent Walk,Alex Rodriguez,3
121347,2012,Liner,Alex Rodriguez,64
121347,2012,Popup,Alex Rodriguez,27
121347,2012,Runner Out,Alex Rodriguez,2
121347,2012,Strikeout Foul Tip,Alex Rodriguez,5
121347,2012,Strikeout Looking,Alex Rodriguez,37
121347,2012,Strikeout Swinging,Alex Rodriguez,75
121347,2012,Walk,Alex Rodriguez,48
121347,2013,Air Ball (home run),Alex Rodriguez,1
121347,2013,Fly Ball,Alex Rodriguez,32
121347,2013,Grounder,Alex Rodriguez,43
121347,2013,Grounder (error),Alex Rodriguez,1
121347,2013,Hit By Pitch,Alex Rodriguez,2
121347,2013,Intent Walk,Alex Rodriguez,1
121347,2013,Liner,Alex Rodriguez,28
121347,2013,Popup,Alex Rodriguez,8
121347,2013,Runner Out,Alex Rodriguez,1
121347,2013,Strikeout Foul Tip,Alex Rodriguez,5
121347,2013,Strikeout Looking,Alex Rodriguez,16
121347,2013,Strikeout Swinging,Alex Rodriguez,22
121347,2013,Walk,Alex Rodriguez,22
121409,2012,Fly Ball,Scott Rolen,72
121409,2012,Grounder,Scott Rolen,93
121409,2012,Grounder (error),Scott Rolen,2
121409,2012,Grounder (fc),Scott Rolen,1
121409,2012,Hit By Pitch,Scott Rolen,3
121409,2012,Liner,Scott Rolen,51
121409,2012,Popup,Scott Rolen,16
121409,2012,Runner Out,Scott Rolen,1
121409,2012,Strikeout Foul Tip,Scott Rolen,3
121409,2012,Strikeout Looking,Scott Rolen,18
121409,2012,Strikeout Swinging,Scott Rolen,41
121409,2012,Walk,Scott Rolen,30
122987,2012,Bunt Unknown (sacrifice),Jeff Suppan,3
122987,2012,Fly Ball,Jeff Suppan,2
122987,2012,Grounder,Jeff Suppan,7
122987,2012,Strikeout Foul Tip,Jeff Suppan,1
122987,2012,Walk,Jeff Suppan,1
123173,2013,Bunt Grounder,Miguel Tejada,1
123173,2013,Bunt Unknown (sacrifice),Miguel Tejada,3
123173,2013,Fly Ball,Miguel Tejada,24
123173,2013,Grounder,Miguel Tejada,63
123173,2013,Grounder (error),Miguel Tejada,2
123173,2013,Hit By Pitch,Miguel Tejada,1
123173,2013,Intent Walk,Miguel Tejada,1
123173,2013,Liner,Miguel Tejada,29
123173,2013,Popup,Miguel Tejada,12
123173,2013,Strikeout Foul Tip,Miguel Tejada,5
123173,2013,Strikeout Looking,Miguel Tejada,2
123173,2013,Strikeout Swinging,Miguel Tejada,18
123173,2013,Unknown (error),Miguel Tejada,1
123173,2013,Walk,Miguel Tejada,5
123272,2012,Fly Ball,Jim Thome,22
123272,2012,Grounder,Jim Thome,56
123272,2012,Hit By Pitch,Jim Thome,1
123272,2012,Intent Walk,Jim Thome,3
123272,2012,Liner,Jim Thome,22
123272,2012,Popup,Jim Thome,1
123272,2012,Strikeout Looking,Jim Thome,22
123272,2012,Strikeout Swinging,Jim Thome,39
123272,2012,Unknown (error),Jim Thome,1
123272,2012,Walk,Jim Thome,19
123744,2012,Bunt Grounder,Omar Vizquel,2
123744,2012,Bunt Popup,Omar Vizquel,1
123744,2012,Bunt Unknown (sacrifice),Omar Vizquel,1
123744,2012,Fly Ball,Omar Vizquel,26
123744,2012,Grounder,Omar Vizquel,44
123744,2012,Grounder (error),Omar Vizquel,1
123744,2012,Grounder (fc),Omar Vizquel,2
123744,2012,Liner,Omar Vizquel,44
123744,2012,Popup,Omar Vizquel,18
123744,2012,Strikeout Foul Tip,Omar Vizquel,1
123744,2012,Strikeout Looking,Omar Vizquel,1
123744,2012,Strikeout Swinging,Omar Vizquel,15
123744,2012,Walk,Omar Vizquel,7
124604,2012,Fly Ball,Jamey Wright,1
124604,2012,Strikeout Swinging,Jamey Wright,1
124604,2014,Grounder,Jamey Wright,1
124604,2014,Liner,Jamey Wright,1
124604,2014,Strikeout Foul Tip,Jamey Wright,1
124604,2014,Strikeout Swinging,Jamey Wright,1
133225,2012,Bunt Unknown (sacrifice),Ryan Dempster,1
133225,2012,Fly Ball,Ryan Dempster,3
133225,2012,Grounder,Ryan Dempster,15
133225,2012,Liner,Ryan Dempster,4
133225,2012,Popup,Ryan Dempster,1
133225,2012,Strikeout Looking,Ryan Dempster,2
133225,2012,Strikeout Swinging,Ryan Dempster,7
133380,2012,Air Ball (error),Aramis Ramirez,2
133380,2012,Air Ball (home run),Aramis Ramirez,1
133380,2012,Fly Ball,Aramis Ramirez,155
133380,2012,Grounder,Aramis Ramirez,184
133380,2012,Grounder (error),Aramis Ramirez,4
133380,2012,Grounder (fc),Aramis Ramirez,3
133380,2012,Hit By Pitch,Aramis Ramirez,12
133380,2012,Intent Walk,Aramis Ramirez,3
133380,2012,Liner,Aramis Ramirez,104
133380,2012,Popup,Aramis Ramirez,42
133380,2012,Runner Out,Aramis Ramirez,2
133380,2012,Strikeout Foul Tip,Aramis Ramirez,4
133380,2012,Strikeout Looking,Aramis Ramirez,16
133380,2012,Strikeout Swinging,Aramis Ramirez,62
133380,2012,Walk,Aramis Ramirez,41
133380,2013,Air Ball (error),Aramis Ramirez,1
133380,2013,Fly Ball,Aramis Ramirez,72
133380,2013,Grounder,Aramis Ramirez,104
133380,2013,Grounder (error),Aramis Ramirez,1
133380,2013,Grounder (fc),Aramis Ramirez,1
133380,2013,Hit By Pitch,Aramis Ramirez,8
133380,2013,Liner,Aramis Ramirez,55
133380,2013,Popup,Aramis Ramirez,18
133380,2013,Runner Out,Aramis Ramirez,1
133380,2013,Strikeout Foul Tip,Aramis Ramirez,3
133380,2013,Strikeout Looking,Aramis Ramirez,9
133380,2013,Strikeout Swinging,Aramis Ramirez,43
133380,2013,Walk,Aramis Ramirez,36
133380,2014,Fly Ball,Aramis Ramirez,70
133380,2014,Grounder,Aramis Ramirez,84
133380,2014,Grounder (error),Aramis Ramirez,1
133380,2014,Hit By Pitch,Aramis Ramirez,9
133380,2014,Intent Walk,Aramis Ramirez,1
133380,2014,Liner,Aramis Ramirez,65
133380,2014,Popup,Aramis Ramirez,19
133380,2014,Runner Out,Aramis Ramirez,1
133380,2014,Strikeout Foul Tip,Aramis Ramirez,3
133380,2014,Strikeout Looking,Aramis Ramirez,5
133380,2014,Strikeout Swinging,Aramis Ramirez,35
133380,2014,Walk,Aramis Ramirez,12
134181,2012,Fly Ball,Adrian Beltre,175
134181,2012,Grounder,Adrian Beltre,204
134181,2012,Grounder (error),Adrian Beltre,6
134181,2012,Grounder (fc),Adrian Beltre,1
134181,2012,Hit By Pitch,Adrian Beltre,5
134181,2012,Intent Walk,Adrian Beltre,8
134181,2012,Liner,Adrian Beltre,108
134181,2012,Popup,Adrian Beltre,38
134181,2012,Runner Out,Adrian Beltre,1
134181,2012,Strikeout Foul Tip,Adrian Beltre,6
134181,2012,Strikeout Looking,Adrian Beltre,11
134181,2012,Strikeout Swinging,Adrian Beltre,65
134181,2012,Unknown (error),Adrian Beltre,1
134181,2012,Walk,Adrian Beltre,28
134181,2013,Fly Ball,Adrian Beltre,152
134181,2013,Grounder,Adrian Beltre,198
134181,2013,Grounder (error),Adrian Beltre,7
134181,2013,Grounder (fc),Adrian Beltre,3
134181,2013,Hit By Pitch,Adrian Beltre,7
134181,2013,Intent Walk,Adrian Beltre,12
134181,2013,Liner,Adrian Beltre,150
134181,2013,Popup,Adrian Beltre,41
134181,2013,Runner Out,Adrian Beltre,1
134181,2013,Strikeout Foul Tip,Adrian Beltre,6
134181,2013,Strikeout Looking,Adrian Beltre,9
134181,2013,Strikeout Swinging,Adrian Beltre,63
134181,2013,Walk,Adrian Beltre,38
134181,2014,Fly Ball,Adrian Beltre,64
134181,2014,Grounder,Adrian Beltre,124
134181,2014,Grounder (error),Adrian Beltre,4
134181,2014,Hit By Pitch,Adrian Beltre,2
134181,2014,Intent Walk,Adrian Beltre,4
134181,2014,Liner,Adrian Beltre,75
134181,2014,Popup,Adrian Beltre,21
134181,2014,Runner Out,Adrian Beltre,2
134181,2014,Strikeout Foul Tip,Adrian Beltre,3
134181,2014,Strikeout Looking,Adrian Beltre,9
134181,2014,Strikeout Swinging,Adrian Beltre,36
134181,2014,Unknown (error),Adrian Beltre,1
134181,2014,Walk,Adrian Beltre,20
134268,2012,Strikeout Swinging,Kerry Wood,1
134321,2012,Bunt Grounder,Carl Pavano,1
134321,2012,Strikeout Swinging,Carl Pavano,1
135784,2012,Bunt Unknown (sacrifice),Placido Polanco,4
135784,2012,Fly Ball,Placido Polanco,63
135784,2012,Grounder,Placido Polanco,145
135784,2012,Grounder (error),Placido Polanco,7
135784,2012,Grounder (fc),Placido Polanco,3
135784,2012,Hit By Pitch,Placido Polanco,2
